,From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station
12293,06-04-2023 00:00,07-04-2023 00:00,58.41,0.99,22.67,22.81,32.51,17.16,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12294,07-04-2023 00:00,08-04-2023 00:00,75.69,1.22,23.54,25.18,31.53,18.44,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12295,08-04-2023 00:00,09-04-2023 00:00,101.14,1.11,21.64,28.05,32.67,15.5,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12296,09-04-2023 00:00,10-04-2023 00:00,99.4,1.17,23.19,27.12,37.45,16.88,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12297,10-04-2023 00:00,11-04-2023 00:00,91.92,1.21,22.84,26.36,48.56,20.16,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12298,11-04-2023 00:00,12-04-2023 00:00,87.86,1.08,22.25,28.12,36.89,17.23,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12299,12-04-2023 00:00,13-04-2023 00:00,78.38,1.27,22.87,28.11,43.15,21.67,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12300,13-04-2023 00:00,14-04-2023 00:00,45.52,1.19,24.63,27.02,39.69,20.85,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12301,14-04-2023 00:00,15-04-2023 00:00,44.69,1.35,25.52,21.97,53.12,28.01,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12302,15-04-2023 00:00,16-04-2023 00:00,41.87,1.07,21.05,21.13,33.64,15.87,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12303,16-04-2023 00:00,17-04-2023 00:00,41.54,1.34,24.46,11.24,46.07,21.59,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12304,17-04-2023 00:00,18-04-2023 00:00,61.17,1.21,22.11,25.34,46.55,24.98,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12305,18-04-2023 00:00,19-04-2023 00:00,71.16,1.24,23.25,19.8,38.79,19.13,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12306,19-04-2023 00:00,20-04-2023 00:00,68.19,1.21,23.6,8.12,41.81,27.21,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12307,20-04-2023 00:00,21-04-2023 00:00,61.47,0.95,21.93,8.78,25.56,14.83,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12308,21-04-2023 00:00,22-04-2023 00:00,63.26,1.01,21.71,9.43,25.05,12.98,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12309,22-04-2023 00:00,23-04-2023 00:00,62.41,0.97,22.99,10.4,23.25,13.51,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12310,23-04-2023 00:00,24-04-2023 00:00,57.54,0.88,21.38,9.82,19.26,9.09,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12311,24-04-2023 00:00,25-04-2023 00:00,53.91,0.9,21.74,9.83,20.46,11.05,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12312,25-04-2023 00:00,26-04-2023 00:00,62.36,1.1,21.43,9.22,23.54,12.86,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12313,26-04-2023 00:00,27-04-2023 00:00,54.35,1.02,21.95,11.25,25.33,18.14,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12314,27-04-2023 00:00,28-04-2023 00:00,56.24,1.11,22.42,10.09,24.81,14.54,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12315,28-04-2023 00:00,29-04-2023 00:00,65.14,1.06,20.62,10.97,22.15,14.62,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12316,29-04-2023 00:00,30-04-2023 00:00,78.86,1.46,25.07,14.68,28.53,17.85,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12317,30-04-2023 00:00,01-05-2023 00:00,79.16,1.07,30.09,21.46,14.92,8.09,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12318,01-05-2023 00:00,02-05-2023 00:00,83.7,1.02,30.54,22.66,17.52,8.35,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12319,02-05-2023 00:00,03-05-2023 00:00,82.71,1.1,13.89,13.61,114.87,23.65,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12320,03-05-2023 00:00,04-05-2023 00:00,74.37,0.9,17.29,13.85,124.48,34.89,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12325,08-05-2023 00:00,09-05-2023 00:00,100.01,1.05,30.75,24.96,14.99,9.41,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12326,09-05-2023 00:00,10-05-2023 00:00,108.92,1.1,47.8,30.09,30.64,22.37,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12327,10-05-2023 00:00,11-05-2023 00:00,121.98,1.12,52.65,26.51,32.63,24.14,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12328,11-05-2023 00:00,12-05-2023 00:00,131.19,1.13,27.8,33.42,43.08,38.41,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12329,12-05-2023 00:00,13-05-2023 00:00,133.64,0.98,23.75,29.03,29.36,25.54,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12330,13-05-2023 00:00,14-05-2023 00:00,134.56,0.93,23.87,28.47,22.24,19.11,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12331,14-05-2023 00:00,15-05-2023 00:00,128.64,0.93,23.83,27.76,23.57,20.07,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12332,15-05-2023 00:00,16-05-2023 00:00,66.78,0.96,23.81,18.99,17.45,11.72,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12333,16-05-2023 00:00,17-05-2023 00:00,65.49,1.02,23.8,13.56,23.76,15.25,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12334,17-05-2023 00:00,18-05-2023 00:00,54.69,1.19,24.42,27.98,26.95,17.74,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12335,18-05-2023 00:00,19-05-2023 00:00,70.5,1.13,23.51,30.49,24.76,14.25,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12336,19-05-2023 00:00,20-05-2023 00:00,55.82,0.49,22.23,26.15,21.63,9.64,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12337,20-05-2023 00:00,21-05-2023 00:00,59.72,0.93,24.48,30.45,25.98,15.26,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12338,21-05-2023 00:00,22-05-2023 00:00,63.39,1.12,23.96,11.16,19.39,11.67,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12339,22-05-2023 00:00,23-05-2023 00:00,65.04,1.24,15.61,7.79,19.72,13.03,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12340,23-05-2023 00:00,24-05-2023 00:00,85.52,1.1,8.38,21.1,17.15,10.34,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12341,24-05-2023 00:00,25-05-2023 00:00,92.67,0.78,4.93,28.72,15.48,9.17,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12342,25-05-2023 00:00,26-05-2023 00:00,94.31,0.51,13.1,26.23,13.43,7.42,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12343,26-05-2023 00:00,27-05-2023 00:00,75.6,0.58,3.95,21.68,14.19,7.34,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12344,27-05-2023 00:00,28-05-2023 00:00,29.97,0.59,4.59,14.47,14.17,7.29,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12345,28-05-2023 00:00,29-05-2023 00:00,33.4,0.63,5.86,11.97,14.56,7.71,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12346,29-05-2023 00:00,30-05-2023 00:00,3.15,0.61,48.65,17.8,15,8,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12347,30-05-2023 00:00,31-05-2023 00:00,22.64,0.33,4.16,14.98,15,10.92,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12370,22-06-2023 00:00,23-06-2023 00:00,43.33,0.07,17.41,3.91,25.26,13.69,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12371,23-06-2023 00:00,24-06-2023 00:00,30.2,0.66,36.24,9.38,69.5,29.34,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12372,24-06-2023 00:00,25-06-2023 00:00,27.59,0.65,21.43,7.14,36.14,26.86,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12373,25-06-2023 00:00,26-06-2023 00:00,22.93,0,17.65,4.32,7.47,4.76,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12374,26-06-2023 00:00,27-06-2023 00:00,25.03,0.05,18.33,5.4,11.64,5.43,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12375,27-06-2023 00:00,28-06-2023 00:00,0.45,0.07,16.87,5.64,13.2,7.17,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12376,28-06-2023 00:00,29-06-2023 00:00,47.06,0.07,18.54,4.97,6.89,2.31,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12377,29-06-2023 00:00,30-06-2023 00:00,46.02,0.07,16.25,5.65,6.7,3.14,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12378,30-06-2023 00:00,01-07-2023 00:00,47.14,0.11,16.29,6.13,8.06,4.72,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12379,01-07-2023 00:00,02-07-2023 00:00,52.68,0.11,15.84,6.98,7.89,3.7,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12380,02-07-2023 00:00,03-07-2023 00:00,65.6,0.76,12.25,11.52,76.64,23.93,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12381,03-07-2023 00:00,04-07-2023 00:00,65.37,1.15,13.47,15.98,85.61,27.69,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12382,04-07-2023 00:00,05-07-2023 00:00,77.31,0.36,15.72,9.2,22.97,9.3,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12383,05-07-2023 00:00,06-07-2023 00:00,65.59,0.25,16.87,7.07,3.75,2.13,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12384,06-07-2023 00:00,07-07-2023 00:00,23.25,0.26,17.24,7.49,4.3,2.8,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12385,07-07-2023 00:00,08-07-2023 00:00,14.69,0.27,17.34,7.26,5.74,2.76,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12386,08-07-2023 00:00,09-07-2023 00:00,12.78,0.33,18.26,10.02,16.2,9.24,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12387,09-07-2023 00:00,10-07-2023 00:00,11.18,0.33,18.17,8.37,8.54,4.07,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12388,10-07-2023 00:00,11-07-2023 00:00,8.11,0.35,18.55,6.94,10.54,5.66,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12389,11-07-2023 00:00,12-07-2023 00:00,12.06,0.4,18.13,7.6,12.42,7.68,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12390,12-07-2023 00:00,13-07-2023 00:00,13.21,0.33,18.78,9.1,10.05,6.04,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12391,13-07-2023 00:00,14-07-2023 00:00,14.85,0.39,19.85,9.25,7.69,3.02,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12392,14-07-2023 00:00,15-07-2023 00:00,14.66,0.32,17.75,8.42,2.55,1.62,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12393,15-07-2023 00:00,16-07-2023 00:00,11.77,0.26,19.7,7.8,5.77,3.6,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12394,16-07-2023 00:00,17-07-2023 00:00,12.57,0.26,17.93,7.59,9.06,4.36,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12395,17-07-2023 00:00,18-07-2023 00:00,15.46,0.32,16.98,9,9.07,3.62,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12396,18-07-2023 00:00,19-07-2023 00:00,16.53,0.37,18.34,11.53,5.29,1.92,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12397,19-07-2023 00:00,20-07-2023 00:00,18.12,0.37,20.4,9.48,6.21,2.82,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12398,20-07-2023 00:00,21-07-2023 00:00,20.17,0.36,20.68,10.56,6.96,3.31,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12399,21-07-2023 00:00,22-07-2023 00:00,21.25,0.33,18.27,8.5,6.96,3.15,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12400,22-07-2023 00:00,23-07-2023 00:00,20.94,0.35,16.86,16.19,5.29,2.7,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12401,23-07-2023 00:00,24-07-2023 00:00,17.27,0.31,17.91,18.05,2.45,1.48,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12402,24-07-2023 00:00,25-07-2023 00:00,19.41,0.37,18.23,10.99,5.11,1.72,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12403,25-07-2023 00:00,26-07-2023 00:00,18.83,0.41,21.22,10.79,3.25,3.76,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12404,26-07-2023 00:00,27-07-2023 00:00,19.77,0.4,17.28,6.84,3.9,3.02,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12405,27-07-2023 00:00,28-07-2023 00:00,19.59,0.44,17.18,3.4,7.27,3.47,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12406,28-07-2023 00:00,29-07-2023 00:00,19.64,0.51,19.23,8.29,10.8,6.31,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12407,29-07-2023 00:00,30-07-2023 00:00,21.52,0.47,18.38,12.54,11.56,7.35,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12408,30-07-2023 00:00,31-07-2023 00:00,20.12,0.41,23.16,16.19,12.31,6.75,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB"
12410,01-08-2021 00:00,02-08-2021 00:00,13.6,0.3,8.99,8.2,9.55,6.18,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12411,02-08-2021 00:00,03-08-2021 00:00,14.68,0.32,11.59,8.47,9.44,5.7,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12412,03-08-2021 00:00,04-08-2021 00:00,12.82,0.32,11.1,8.01,8.68,5.2,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12413,04-08-2021 00:00,05-08-2021 00:00,12.24,0.32,24.29,8.05,10.88,5.2,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12414,05-08-2021 00:00,06-08-2021 00:00,10.97,0.32,12.52,7.63,11.29,7.92,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12415,06-08-2021 00:00,07-08-2021 00:00,10.87,0.32,20.11,7.72,13.42,7.19,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12416,07-08-2021 00:00,08-08-2021 00:00,10.29,0.37,15.62,7.25,12.93,8.84,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12417,08-08-2021 00:00,09-08-2021 00:00,12.44,0.37,24.09,7.45,20.65,10.49,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12418,09-08-2021 00:00,10-08-2021 00:00,11.91,0.37,24.26,7.67,20.75,11.19,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12419,10-08-2021 00:00,11-08-2021 00:00,14.29,0.37,18.86,8.46,18.2,11.71,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12420,11-08-2021 00:00,12-08-2021 00:00,12.1,0.37,20.28,8.28,16.72,10.66,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12421,12-08-2021 00:00,13-08-2021 00:00,11.7,0.35,8.21,7.74,11.91,8.36,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12422,13-08-2021 00:00,14-08-2021 00:00,10.38,0.37,12.35,7.12,14.89,9.32,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12423,14-08-2021 00:00,15-08-2021 00:00,11.91,0.37,18.9,7.27,22.73,13.72,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12424,15-08-2021 00:00,16-08-2021 00:00,11.6,0.37,18.63,7.01,19.75,12.89,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12425,16-08-2021 00:00,17-08-2021 00:00,10.51,0.38,9.65,6.81,14.12,8.82,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12426,17-08-2021 00:00,18-08-2021 00:00,9.34,0.38,12.38,6.31,11.86,8.74,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12427,18-08-2021 00:00,19-08-2021 00:00,12.03,0.35,13.91,6.75,27.69,59.05,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12428,19-08-2021 00:00,20-08-2021 00:00,11.62,0.35,13.46,6.62,11.05,7.13,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12429,20-08-2021 00:00,21-08-2021 00:00,8.74,0.36,11.41,5.77,15.13,8.98,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12430,21-08-2021 00:00,22-08-2021 00:00,10.34,0.37,15.98,6.16,19,10.51,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12431,22-08-2021 00:00,23-08-2021 00:00,10.57,0.38,12.08,6.32,11.01,6.88,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12432,23-08-2021 00:00,24-08-2021 00:00,9.47,0.39,23.18,6.5,16.16,9.03,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12433,24-08-2021 00:00,25-08-2021 00:00,10.12,0.37,27.06,5.91,12.38,6.81,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12434,25-08-2021 00:00,26-08-2021 00:00,9.99,0.36,22.34,5.67,7.75,3.71,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12435,26-08-2021 00:00,27-08-2021 00:00,10.05,0.37,19.52,5.76,6.88,2.99,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12436,27-08-2021 00:00,28-08-2021 00:00,7.51,0.38,16.68,5.79,8.86,4.74,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12437,28-08-2021 00:00,29-08-2021 00:00,10.76,0.38,5.95,6.02,14.62,6.71,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12438,29-08-2021 00:00,30-08-2021 00:00,14.15,0.37,10.38,6.71,15.82,9.57,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12439,30-08-2021 00:00,31-08-2021 00:00,15.06,0.38,12.85,7.33,18.22,9.35,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12440,31-08-2021 00:00,01-09-2021 00:00,14.5,0.39,13.93,7.39,19.18,12.08,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12441,01-09-2021 00:00,02-09-2021 00:00,13.5,0.38,11.32,6.62,14.51,8.08,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12442,02-09-2021 00:00,03-09-2021 00:00,13.16,0.4,9.24,6.7,15.05,9.21,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12443,03-09-2021 00:00,04-09-2021 00:00,12.35,0.4,11.06,6.75,15.49,7.99,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12444,04-09-2021 00:00,05-09-2021 00:00,11.47,0.39,14.79,6.57,9.41,3.99,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12445,05-09-2021 00:00,06-09-2021 00:00,13.03,0.4,6.81,6.48,10.5,5.85,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12446,06-09-2021 00:00,07-09-2021 00:00,16.87,0.39,4.3,7.26,9.44,4.33,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12447,07-09-2021 00:00,08-09-2021 00:00,16.93,0.37,2.78,7.31,8.15,4.74,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12448,08-09-2021 00:00,09-09-2021 00:00,14.43,0.36,3.64,6.92,7.84,3.68,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12449,09-09-2021 00:00,10-09-2021 00:00,12.37,0.36,3.75,6.1,11.07,3.62,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12451,11-09-2021 00:00,12-09-2021 00:00,10.94,0.36,11.39,8.71,22.24,16.74,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12452,12-09-2021 00:00,13-09-2021 00:00,13.78,0.33,5.35,6.82,17.27,6.2,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12453,13-09-2021 00:00,14-09-2021 00:00,15.16,0.28,1.3,7.25,10.15,4.39,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12454,14-09-2021 00:00,15-09-2021 00:00,14.7,0.29,4.27,7.27,31.8,12.3,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12455,15-09-2021 00:00,16-09-2021 00:00,12.57,0.35,2.04,6.67,33.72,13.75,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12456,16-09-2021 00:00,17-09-2021 00:00,12.89,0.37,3.13,6.99,34.28,12.62,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12457,17-09-2021 00:00,18-09-2021 00:00,12.5,0.39,3.31,7.17,30.92,11.25,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12458,18-09-2021 00:00,19-09-2021 00:00,13.52,0.4,6.58,7.86,28.42,12.15,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12459,19-09-2021 00:00,20-09-2021 00:00,13.99,0.42,4.27,7.48,28.2,13.46,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12460,20-09-2021 00:00,21-09-2021 00:00,10.88,0.45,3.06,7.3,15.46,8.53,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12461,21-09-2021 00:00,22-09-2021 00:00,8.97,0.45,1.78,6.9,10.01,5.86,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12462,22-09-2021 00:00,23-09-2021 00:00,9.66,0.45,1.65,6.89,9,4.85,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12463,23-09-2021 00:00,24-09-2021 00:00,10.03,0.44,0.79,6.96,13.05,7.71,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12464,24-09-2021 00:00,25-09-2021 00:00,13.87,0.41,1.22,7.67,15.35,8.33,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12465,25-09-2021 00:00,26-09-2021 00:00,12,0.41,0.93,7.24,14.67,6.99,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12466,26-09-2021 00:00,27-09-2021 00:00,12.28,0.38,1.66,6.96,14.2,7.22,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12467,27-09-2021 00:00,28-09-2021 00:00,11.11,0.37,0.95,6.78,9.84,5.93,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12468,28-09-2021 00:00,29-09-2021 00:00,12.61,0.34,1.2,6.65,8.06,5.15,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12469,29-09-2021 00:00,30-09-2021 00:00,15.61,0.34,2.04,7.08,7.16,4.76,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12470,30-09-2021 00:00,01-10-2021 00:00,11.81,0.35,1.93,6.84,12.2,5.92,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12471,01-10-2021 00:00,02-10-2021 00:00,10.85,0.42,2,8.74,28.3,34.09,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12472,02-10-2021 00:00,03-10-2021 00:00,21.15,0.5,4.91,13.62,104.41,119.73,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12473,03-10-2021 00:00,04-10-2021 00:00,19.84,0.48,2.5,10.06,38.48,49.96,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12501,31-10-2021 00:00,01-11-2021 00:00,13.2,0.42,18.33,12.09,21.52,12.69,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12502,01-11-2021 00:00,02-11-2021 00:00,21.11,0.36,11.64,14.44,24.01,18.85,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12503,02-11-2021 00:00,03-11-2021 00:00,14.92,0.34,16.36,13.23,14.69,7.66,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12504,03-11-2021 00:00,04-11-2021 00:00,16.29,0.26,23.5,12.74,12.24,6.59,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12505,04-11-2021 00:00,05-11-2021 00:00,18.2,0.27,21.83,12.77,13.13,7.45,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12506,05-11-2021 00:00,06-11-2021 00:00,23.82,0.24,24.2,14.56,15.83,11.97,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12507,06-11-2021 00:00,07-11-2021 00:00,28.67,0.27,25.32,14.86,28.1,20.97,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12508,07-11-2021 00:00,08-11-2021 00:00,36.71,0.28,26.05,16.97,45.77,35.37,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12509,08-11-2021 00:00,09-11-2021 00:00,45.63,0.29,30.76,16.95,149.43,321.55,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12510,09-11-2021 00:00,10-11-2021 00:00,61.18,0.22,27.48,17.55,56.86,44.11,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12511,10-11-2021 00:00,11-11-2021 00:00,74.35,0.32,20.93,19.22,48.61,39.91,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12514,13-11-2021 00:00,14-11-2021 00:00,19.64,0.17,26.78,12.5,11.53,8.31,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12515,14-11-2021 00:00,15-11-2021 00:00,21.33,0.14,25.03,11.78,9.5,7.17,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12516,15-11-2021 00:00,16-11-2021 00:00,23.79,0.12,17.95,12.94,10.15,6.86,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12517,16-11-2021 00:00,17-11-2021 00:00,18.14,0.11,17.7,11.86,9.68,6.71,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12518,17-11-2021 00:00,18-11-2021 00:00,28.35,0.13,8.67,12.99,9.3,6.78,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
12519,18-11-2021 00:00,19-11-2021 00:00,13.9,0.21,21.57,9.46,14.82,84.46,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB"
