,From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station
0,01-08-2021 00:00,02-08-2021 00:00,9,0.33,2.34,12.93,37.33,16.47,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
1,02-08-2021 00:00,03-08-2021 00:00,11.87,0.36,3.25,13.31,42.39,21.5,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
2,03-08-2021 00:00,04-08-2021 00:00,7.78,0.37,3.41,13.77,45.39,23.13,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
3,04-08-2021 00:00,05-08-2021 00:00,31.52,0.39,2.39,16.53,41.74,19.82,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
4,05-08-2021 00:00,06-08-2021 00:00,8.65,0.35,3.17,20.16,42.04,20.72,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
5,06-08-2021 00:00,07-08-2021 00:00,6.48,0.41,3.68,20.18,42.16,23.51,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
6,07-08-2021 00:00,08-08-2021 00:00,16.06,0.4,3.71,17.23,42.63,25.11,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
7,08-08-2021 00:00,09-08-2021 00:00,24.51,0.36,3.21,24.67,42.46,23.37,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
8,09-08-2021 00:00,10-08-2021 00:00,8.05,0.36,3.42,22.09,41.82,21.29,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
9,10-08-2021 00:00,11-08-2021 00:00,7.66,0.38,3.63,17.26,42.02,20.89,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
10,11-08-2021 00:00,12-08-2021 00:00,9.38,0.38,3.47,18.62,46.87,24.48,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
11,12-08-2021 00:00,13-08-2021 00:00,8.58,0.41,2.94,18.44,39,18.48,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
12,13-08-2021 00:00,14-08-2021 00:00,13.73,0.42,3.47,17.56,42.05,19.27,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
13,14-08-2021 00:00,15-08-2021 00:00,4.69,0.39,3.14,15.47,47.19,22.22,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
14,15-08-2021 00:00,16-08-2021 00:00,9.06,0.37,2.61,16.01,41.15,20.78,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
15,16-08-2021 00:00,17-08-2021 00:00,7.53,0.43,2.44,17.6,38.18,19.63,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
16,17-08-2021 00:00,18-08-2021 00:00,8.37,0.39,2.66,16.48,41.22,21.06,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
17,18-08-2021 00:00,19-08-2021 00:00,6.37,0.44,2.65,15.12,41.47,19.08,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
18,19-08-2021 00:00,20-08-2021 00:00,7.83,0.44,3.41,15.24,41.34,20.23,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
19,20-08-2021 00:00,21-08-2021 00:00,8.26,0.41,3.49,14.07,41.55,21.83,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
20,21-08-2021 00:00,22-08-2021 00:00,3.66,0.37,3.1,12.89,39.95,20.71,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
21,22-08-2021 00:00,23-08-2021 00:00,6.49,0.38,2.86,13.29,37.78,17.17,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
22,23-08-2021 00:00,24-08-2021 00:00,3.49,0.38,2.97,13.05,41.92,17.45,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
23,24-08-2021 00:00,25-08-2021 00:00,5.58,0.37,2.64,14.63,39.95,18.23,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
24,25-08-2021 00:00,26-08-2021 00:00,5.88,0.36,2.95,17.54,40.74,19.9,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
25,26-08-2021 00:00,27-08-2021 00:00,6.4,0.37,2.92,16.85,45.57,22.59,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
26,27-08-2021 00:00,28-08-2021 00:00,15.69,0.37,2.75,19.9,38.98,20.28,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
27,28-08-2021 00:00,29-08-2021 00:00,5.19,0.35,2.65,17.35,33.45,17.82,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
28,29-08-2021 00:00,30-08-2021 00:00,9.67,0.39,2.52,18.81,37.79,18.72,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
29,30-08-2021 00:00,31-08-2021 00:00,13.04,0.33,2.77,19.22,29.99,14.44,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
31,01-09-2021 00:00,02-09-2021 00:00,2.95,0.46,3.66,26.54,42.51,20.04,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
32,02-09-2021 00:00,03-09-2021 00:00,4.5,0.43,3.39,24.27,41.83,18,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
33,03-09-2021 00:00,04-09-2021 00:00,10.03,0.41,2.57,21.05,42.51,18.59,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
34,04-09-2021 00:00,05-09-2021 00:00,15.32,0.38,2.8,24.85,40.45,18.82,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
35,05-09-2021 00:00,06-09-2021 00:00,10.12,0.35,3.54,20.74,45.04,18.63,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
36,06-09-2021 00:00,07-09-2021 00:00,11.78,0.37,2.72,22.68,44.6,19.98,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
37,07-09-2021 00:00,08-09-2021 00:00,12.41,0.39,2.93,22.98,43.51,21.58,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
38,08-09-2021 00:00,09-09-2021 00:00,10.57,0.36,2.1,29.37,37.6,19.57,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
41,11-09-2021 00:00,12-09-2021 00:00,5.16,0.49,2.52,20.97,54.12,25.41,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
42,12-09-2021 00:00,13-09-2021 00:00,5.83,0.34,3.67,21.84,49.96,21.64,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
43,13-09-2021 00:00,14-09-2021 00:00,7.67,0.37,3.17,22.97,36.99,16.96,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
44,14-09-2021 00:00,15-09-2021 00:00,5.5,0.42,2.59,24.53,37.7,18.96,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
45,15-09-2021 00:00,16-09-2021 00:00,6.09,0.44,3.16,26.62,42.29,19.18,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
46,16-09-2021 00:00,17-09-2021 00:00,5.61,0.39,3.5,26.36,40.29,19.06,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
47,17-09-2021 00:00,18-09-2021 00:00,5.66,0.4,4.02,26.25,42.82,20.81,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
48,18-09-2021 00:00,19-09-2021 00:00,3.83,0.48,3.64,26.72,41.58,20.78,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
49,19-09-2021 00:00,20-09-2021 00:00,6.71,0.46,4.35,27.12,42.96,20.19,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
50,20-09-2021 00:00,21-09-2021 00:00,6.86,0.44,3.12,27.07,40.56,18.67,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
51,21-09-2021 00:00,22-09-2021 00:00,9.23,0.41,2.68,28.05,39.56,18.45,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
52,22-09-2021 00:00,23-09-2021 00:00,8.31,0.41,3.48,27.61,42.19,19.64,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
53,23-09-2021 00:00,24-09-2021 00:00,9.57,0.41,2.72,27.53,40.68,19.34,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
54,24-09-2021 00:00,25-09-2021 00:00,10.71,0.49,3.6,27.36,40.01,19.36,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
55,25-09-2021 00:00,26-09-2021 00:00,9.9,0.42,3.5,26.41,39.93,18.83,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
56,26-09-2021 00:00,27-09-2021 00:00,9.43,0.39,4.04,26.34,45.63,19.44,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
57,27-09-2021 00:00,28-09-2021 00:00,12.88,0.4,4.06,26.85,48.19,18.8,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
58,28-09-2021 00:00,29-09-2021 00:00,14.46,0.4,3.08,27.95,40.09,19.57,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
59,29-09-2021 00:00,30-09-2021 00:00,15.28,0.39,4.03,30.32,42.59,19.69,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
60,30-09-2021 00:00,01-10-2021 00:00,9.98,0.48,2.92,26.12,38.02,18.56,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
61,01-10-2021 00:00,02-10-2021 00:00,8.71,0.37,2.52,24.48,35.47,18.49,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
65,05-10-2021 00:00,06-10-2021 00:00,9.65,0.7,3.93,24.75,40.88,18.99,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
66,06-10-2021 00:00,07-10-2021 00:00,8.43,0.59,2.97,24.58,33.3,16.23,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
67,07-10-2021 00:00,08-10-2021 00:00,12.07,0.47,4.49,25.3,39.33,20.04,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
68,08-10-2021 00:00,09-10-2021 00:00,15.14,0.39,4.02,25.92,39.98,22.07,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
69,09-10-2021 00:00,10-10-2021 00:00,13.52,0.39,3.64,25.84,37.99,19.78,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
70,10-10-2021 00:00,11-10-2021 00:00,9.76,0.46,3.99,26.03,41.07,20.63,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
71,11-10-2021 00:00,12-10-2021 00:00,9.15,0.42,3.06,24.91,35.31,16,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
72,12-10-2021 00:00,13-10-2021 00:00,9.65,0.44,3.45,24.12,38.14,18.39,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
73,13-10-2021 00:00,14-10-2021 00:00,11.87,0.48,3.09,24.31,36.26,19.56,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
74,14-10-2021 00:00,15-10-2021 00:00,13.33,0.71,4.48,24.09,42.35,22.33,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
75,15-10-2021 00:00,16-10-2021 00:00,18.92,0.59,4.21,24.42,42.94,17.97,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
76,16-10-2021 00:00,17-10-2021 00:00,25.09,0.64,2.93,26.19,38.79,16.71,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
77,17-10-2021 00:00,18-10-2021 00:00,28.96,0.54,3.38,26.06,38.52,16.68,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
78,18-10-2021 00:00,19-10-2021 00:00,28.3,0.58,3.38,19.56,40.46,18.13,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
79,19-10-2021 00:00,20-10-2021 00:00,17.84,0.58,4.19,13.95,41.48,20.82,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
80,20-10-2021 00:00,21-10-2021 00:00,19.94,0.65,4.4,13.21,40.69,20.18,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
81,21-10-2021 00:00,22-10-2021 00:00,17.86,0.69,4.71,12.94,39.13,18.27,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
82,22-10-2021 00:00,23-10-2021 00:00,18.18,0.68,5.13,14.64,41.01,18.25,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
83,23-10-2021 00:00,24-10-2021 00:00,12.91,0.64,4.23,13.06,42.01,18.25,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
84,24-10-2021 00:00,25-10-2021 00:00,17.06,0.55,4.81,11.95,40.09,18.3,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
85,25-10-2021 00:00,26-10-2021 00:00,22.35,0.93,5.26,14.61,42.01,20.31,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
86,26-10-2021 00:00,27-10-2021 00:00,20.76,0.94,4.49,17.69,40.31,19.27,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
87,27-10-2021 00:00,28-10-2021 00:00,26.87,0.78,4.37,12.34,41.21,20.67,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
88,28-10-2021 00:00,29-10-2021 00:00,27.61,0.76,5.29,12.36,44.41,20.56,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
89,29-10-2021 00:00,30-10-2021 00:00,23.07,0.82,4.42,12.2,41.83,19.29,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
90,30-10-2021 00:00,31-10-2021 00:00,12.15,0.78,4.68,13.62,38.33,19.51,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
91,31-10-2021 00:00,01-11-2021 00:00,10.1,0.56,4.74,14.12,40.69,19.36,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
92,01-11-2021 00:00,02-11-2021 00:00,9.98,0.65,4.97,12.25,47.6,20.57,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
93,02-11-2021 00:00,03-11-2021 00:00,11.28,0.68,5.39,12.24,42.03,18.78,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
94,03-11-2021 00:00,04-11-2021 00:00,10.87,0.76,5.16,14.59,44.11,20.07,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
95,04-11-2021 00:00,05-11-2021 00:00,6.78,0.65,7.13,17.36,46.36,19.61,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
96,05-11-2021 00:00,06-11-2021 00:00,5.69,0.63,6.59,21.7,42.16,18.08,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
97,06-11-2021 00:00,07-11-2021 00:00,11.48,0.62,6.04,16.67,44.34,19.41,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
98,07-11-2021 00:00,08-11-2021 00:00,14.62,0.65,4.63,12.81,42.18,18.45,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
99,08-11-2021 00:00,09-11-2021 00:00,15.83,0.85,3.55,11.94,45.85,17.45,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
100,09-11-2021 00:00,10-11-2021 00:00,25.07,0.82,4.76,13.27,47.09,19.6,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
101,10-11-2021 00:00,11-11-2021 00:00,26.34,0.8,4.45,12.29,51.98,21.43,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
102,11-11-2021 00:00,12-11-2021 00:00,24.34,0.98,5.48,15.87,50.41,20.32,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
103,12-11-2021 00:00,13-11-2021 00:00,33.73,1.03,6.36,18.88,40.6,17.06,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
104,13-11-2021 00:00,14-11-2021 00:00,12.54,0.82,3.62,14.45,36.63,16.68,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
105,14-11-2021 00:00,15-11-2021 00:00,6.35,0.61,3.52,13.07,38.62,16.01,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
106,15-11-2021 00:00,16-11-2021 00:00,8.72,0.79,3.7,19.49,40.43,14.64,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
107,16-11-2021 00:00,17-11-2021 00:00,24.86,0.71,4.11,12.4,35.86,12.25,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
108,17-11-2021 00:00,18-11-2021 00:00,22.57,0.66,4.68,11.24,39.99,14.79,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
109,18-11-2021 00:00,19-11-2021 00:00,17.28,0.62,3.61,12.07,39.36,15.06,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
304,01-06-2022 00:00,02-06-2022 00:00,25.8,0.38,3.7,38.67,46.39,17.08,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
305,02-06-2022 00:00,03-06-2022 00:00,28.56,0.32,4.01,21.66,46.35,23.25,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
306,03-06-2022 00:00,04-06-2022 00:00,46.2,0.38,5.27,22.83,50.37,23.96,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
307,04-06-2022 00:00,05-06-2022 00:00,46.94,0.42,3.97,13.06,62.53,17.03,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
308,05-06-2022 00:00,06-06-2022 00:00,45.28,0.36,3.86,11.7,47.45,18.61,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
309,06-06-2022 00:00,07-06-2022 00:00,59.82,0.44,3.57,18.98,49.62,16.32,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
310,07-06-2022 00:00,08-06-2022 00:00,41.4,0.45,4.29,31.04,51.65,21.1,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
311,08-06-2022 00:00,09-06-2022 00:00,26.27,0.4,4.63,23.2,53.97,23,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
312,09-06-2022 00:00,10-06-2022 00:00,26.83,0.39,4.6,16.16,50.47,23.25,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
313,10-06-2022 00:00,11-06-2022 00:00,23,0.38,3.94,17.96,49.91,20.26,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
314,11-06-2022 00:00,12-06-2022 00:00,13.94,0.37,3.64,14.59,49.29,18.16,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
315,12-06-2022 00:00,13-06-2022 00:00,21.71,0.34,3.74,12.11,48.28,18.32,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
316,13-06-2022 00:00,14-06-2022 00:00,27.05,0.34,3.3,22.84,48.43,16.87,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
317,14-06-2022 00:00,15-06-2022 00:00,23.42,0.34,4.1,56.85,49.81,17.01,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
318,15-06-2022 00:00,16-06-2022 00:00,17.43,0.23,5.01,41.42,50.93,17.08,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
319,16-06-2022 00:00,17-06-2022 00:00,18.94,0.34,4.38,33.05,49.49,16.91,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
320,17-06-2022 00:00,18-06-2022 00:00,15.39,0.41,3.22,61.38,50.84,15.81,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
321,18-06-2022 00:00,19-06-2022 00:00,16.1,0.41,4.47,41.33,54.5,20.84,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
322,19-06-2022 00:00,20-06-2022 00:00,15.23,0.37,5.33,14.34,49.96,23.95,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
323,20-06-2022 00:00,21-06-2022 00:00,19.35,0.37,4.68,11.57,51.67,21.71,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
324,21-06-2022 00:00,22-06-2022 00:00,19.57,0.37,4.4,10.43,50.12,19.88,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
325,22-06-2022 00:00,23-06-2022 00:00,20.31,0.39,3.36,10.17,53.71,21.68,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
326,23-06-2022 00:00,24-06-2022 00:00,23.64,0.37,4.44,9.97,52.13,16.26,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
327,24-06-2022 00:00,25-06-2022 00:00,25.11,0.36,4.58,10.19,48.16,18.05,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
328,25-06-2022 00:00,26-06-2022 00:00,22.48,0.34,3.91,10.47,48.2,22.03,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
329,26-06-2022 00:00,27-06-2022 00:00,21.41,0.32,3.91,13.54,50.63,21.82,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
330,27-06-2022 00:00,28-06-2022 00:00,9.48,0.39,4.06,18.1,50.98,21.53,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
331,28-06-2022 00:00,29-06-2022 00:00,9.99,0.4,3.99,19.61,50.58,19.94,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
332,29-06-2022 00:00,30-06-2022 00:00,14.19,0.37,3.66,19.63,52.43,15.74,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
333,30-06-2022 00:00,01-07-2022 00:00,3.4,0.43,3.17,27.27,52.32,21,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
334,01-07-2022 00:00,02-07-2022 00:00,10.47,0.45,3.74,17.52,49.42,19.4,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
335,02-07-2022 00:00,03-07-2022 00:00,12.5,0.45,4.14,23.6,45.53,19.89,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
336,03-07-2022 00:00,04-07-2022 00:00,13.83,0.45,4.53,14.56,48.72,19.5,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
337,04-07-2022 00:00,05-07-2022 00:00,11.35,0.44,4.51,13.26,50.5,19.51,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
338,05-07-2022 00:00,06-07-2022 00:00,12.96,0.44,4.63,11.32,50.33,18.61,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
339,06-07-2022 00:00,07-07-2022 00:00,14.87,0.44,3.15,14.65,49.51,20.15,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
340,07-07-2022 00:00,08-07-2022 00:00,9.16,0.42,4.09,14.61,51.37,21.71,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
341,08-07-2022 00:00,09-07-2022 00:00,10.96,0.45,4.27,19.67,45.76,19.08,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
342,09-07-2022 00:00,10-07-2022 00:00,9.77,0.45,3.3,14.61,47.63,16.1,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
343,10-07-2022 00:00,11-07-2022 00:00,14.88,0.44,2.65,11.52,44.14,14.92,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
344,11-07-2022 00:00,12-07-2022 00:00,13.68,0.44,3.21,10.34,43.6,14.83,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
345,12-07-2022 00:00,13-07-2022 00:00,13.81,0.43,3.68,11.1,41.17,14.01,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
346,13-07-2022 00:00,14-07-2022 00:00,12.63,0.41,3.7,13.62,49.76,16.69,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
347,14-07-2022 00:00,15-07-2022 00:00,14.07,0.49,3.13,13.51,42.07,19.48,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
348,15-07-2022 00:00,16-07-2022 00:00,11.63,0.44,2.94,11.81,44.36,21.33,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
349,16-07-2022 00:00,17-07-2022 00:00,10.31,0.44,3.69,13,40.31,18.38,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
350,17-07-2022 00:00,18-07-2022 00:00,7.39,0.43,3.8,22.76,37.38,13.09,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
351,18-07-2022 00:00,19-07-2022 00:00,6.91,0.35,3.85,14.84,43.71,14.8,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
352,19-07-2022 00:00,20-07-2022 00:00,11.61,0.47,3.53,25.06,44.03,21.11,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
353,20-07-2022 00:00,21-07-2022 00:00,17.45,0.49,3.47,50.45,43.25,20.84,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
354,21-07-2022 00:00,22-07-2022 00:00,21.1,0.4,3.15,18.19,44.37,17.48,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
355,22-07-2022 00:00,23-07-2022 00:00,18.84,0.45,3.75,15.04,44.42,19.65,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
356,23-07-2022 00:00,24-07-2022 00:00,17.18,0.44,3,12.06,42.74,20.7,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
357,24-07-2022 00:00,25-07-2022 00:00,19.84,0.4,3.49,15,45.4,19.61,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
358,25-07-2022 00:00,26-07-2022 00:00,14.26,0.35,3.77,23.61,46.03,24.64,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
359,26-07-2022 00:00,27-07-2022 00:00,23.89,0.43,3.67,18.7,40.71,19.66,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
360,27-07-2022 00:00,28-07-2022 00:00,15.63,0.38,3.67,22.97,40.07,20.23,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
361,28-07-2022 00:00,29-07-2022 00:00,20.21,0.48,4.1,21.6,41.57,19.55,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB"
